"","Subject","PhaseSwitch","ExternalStimulus","Task","ErrorRate","meanRT_clean","sem"
"1",22,"primary","pain","branch",0,522.857142857143,12.5132630716804
"2",22,"secondary","pain","branch",2.77777777777779,780.272727272727,28.7082461205279
"3",22,"return","pain","branch",11.1111111111111,687,34.9340392278676
"4",22,"average","pain","branch",2.41935483870968,558.68669527897,7.60154741977842
