ExperimentName,Subject,Session,DataFile.Basename,DebugSession,Display.RefreshRate,ExternalStimulus,Group,RandomSeed,SessionDate,SessionStartDateTimeUtc,SessionTime,TrainingSession,UsingfMRI,Run,AvgRunACC,AvgRunReturnACC,AvgRunRT,AvgTotalACC,AvgTotalRT,Intensity,Painful,PainfulRating.DEVICE,Procedure[Run],Rest.DEVICE,RunBonus,RunList,RunList.Cycle,RunList.Sample,Running[Run],Salience,TotalBonus,Unpleasantness,Block,AvgBlockACC,AvgBlockRT,BlockACC,BlockBonus,BlockList,BlockList.Cycle,BlockList.Sample,BlockTrials,NumCorrect,NumTrials,Procedure[Block],Running[Block],Task,Trials1,Trials2,Trials3,Trial,CorrectResponse,DisplayStim.ACC,DisplayStim.CRESP,DisplayStim.DEVICE,DisplayStim.DurationError,DisplayStim.OnsetDelay,DisplayStim.OnsetTime,DisplayStim.OnsetToOnsetTime,DisplayStim.RESP,DisplayStim.RT,DisplayStim.RTTime,ITIDur,Match,Phase,PhaseSwitch,Procedure[Trial],Running[Trial],StimPath,Stimulus,TrialList1,TrialList1.Cycle,TrialList1.Sample,TrialList2,TrialList2.Cycle,TrialList2.Sample,TrialList3,TrialList3.Cycle,TrialList3.Sample
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,7,100,833.556,9,$6.15 ,26,2,15,9,,,BlockProc,BlockList,branch,4,3,2,2,j,1,j,Keyboard,0,34,707682,517,j,668,708350,2600,random,1,,TrialProc,TrialList1,Stimulus\SQUAREA.png,1,2,1,50,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,7,100,833.556,9,$6.15 ,26,2,15,9,,,BlockProc,BlockList,branch,4,3,2,3,f,1,f,Keyboard,0,34,710816,516,f,1014,711830,3400,match,1,,TrialProc,TrialList1,Stimulus\SQUAREB.png,2,1,1,51,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,7,100,833.556,9,$6.15 ,26,2,15,9,,,BlockProc,BlockList,branch,4,3,2,4,j,1,j,Keyboard,0,34,714750,516,j,880,715630,3000,random,1,,TrialProc,TrialList1,Stimulus\SQUARET.png,0,2,1,52,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,7,100,833.556,9,$6.15 ,26,2,15,9,,,BlockProc,BlockList,branch,4,3,2,5,j,1,j,Keyboard,0,34,718284,516,j,1186,719470,3400,random,2,2,TrialProc,TrialList2,Stimulus\CIRCLEB.png,2,,,,2,1,56,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,7,100,833.556,9,$6.15 ,26,2,15,9,,,BlockProc,BlockList,branch,4,3,2,6,j,1,j,Keyboard,0,33,722217,517,j,797,723014,2800,random,2,,TrialProc,TrialList2,Stimulus\CIRCLET.png,0,,,,2,1,57,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,7,100,833.556,9,$6.15 ,26,2,15,9,,,BlockProc,BlockList,branch,4,3,2,7,j,1,j,Keyboard,0,34,725551,517,j,799,726350,3400,random,2,,TrialProc,TrialList2,Stimulus\CIRCLEB.png,2,,,,2,1,58,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,7,100,833.556,9,$6.15 ,26,2,15,9,,,BlockProc,BlockList,branch,4,3,2,8,j,1,j,Keyboard,0,34,729485,517,j,809,730294,2800,random,3,3,TrialProc,TrialList3,Stimulus\SQUAREB.png,2,,,,,,,2,1,36
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,7,100,833.556,9,$6.15 ,26,2,15,9,,,BlockProc,BlockList,branch,4,3,2,9,j,1,j,Keyboard,0,34,732819,517,j,779,733598,2600,random,3,,TrialProc,TrialList3,Stimulus\SQUARET.png,0,,,,,,,2,1,37
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,1,j,1,j,Keyboard,0,34,738953,517,j,661,739614,2800,random,1,1,TrialProc,TrialList1,Stimulus\SQUAREL.png,3,2,1,53,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,2,f,1,f,Keyboard,0,18,742271,516,f,847,743118,3400,match,1,,TrialProc,TrialList1,Stimulus\SQUAREE.png,4,1,1,54,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,3,f,1,f,Keyboard,0,34,746205,516,f,577,746782,2800,match,1,,TrialProc,TrialList1,Stimulus\SQUARET.png,0,1,1,55,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,4,f,1,f,Keyboard,0,33,749538,517,f,844,750382,3000,match,2,2,TrialProc,TrialList2,Stimulus\CIRCLET.png,0,,,,1,1,59,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,5,f,1,f,Keyboard,0,34,753072,517,f,382,753454,3400,match,2,,TrialProc,TrialList2,Stimulus\CIRCLEA.png,1,,,,1,1,60,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,6,f,1,f,Keyboard,0,34,757006,517,f,464,757470,3400,match,2,,TrialProc,TrialList2,Stimulus\CIRCLEB.png,2,,,,1,1,61,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,7,j,1,j,Keyboard,0,34,760940,517,j,754,761694,3400,random,2,,TrialProc,TrialList2,Stimulus\CIRCLEA.png,1,,,,2,1,62,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,8,j,1,j,Keyboard,0,34,764874,517,j,844,765718,3000,random,2,,TrialProc,TrialList2,Stimulus\CIRCLET.png,0,,,,2,1,63,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,9,j,1,j,Keyboard,0,34,768408,517,j,590,768998,3000,random,3,3,TrialProc,TrialList3,Stimulus\SQUAREB.png,2,,,,,,,2,1,38
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,10,j,1,j,Keyboard,0,34,771942,517,j,528,772470,3000,random,3,,TrialProc,TrialList3,Stimulus\SQUAREE.png,4,,,,,,,2,1,39
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,3,,,,,,,,,RunProc,,,1,2,3,RunList,,,,8,100,631,11,$6.25 ,27,2,16,11,,,BlockProc,BlockList,branch,3,5,3,11,f,1,f,Keyboard,0,34,775476,517,f,450,775926,3200,match,3,,TrialProc,TrialList3,Stimulus\SQUARET.png,0,,,,,,,1,1,40
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,4,94.66666,75,648.48,94.93671,612.854,9,TRUE,Keyboard,RestProc,Keyboard,$39.45 ,2,2,4,RunList,10,$85.95 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,1,j,1,j,Keyboard,0,34,963323,516,j,506,963829,3000,random,1,1,TrialProc,TrialList1,Stimulus\SQUAREL.png,3,2,1,56,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,2,f,1,f,Keyboard,0,33,966856,517,f,445,967301,2800,match,1,,TrialProc,TrialList1,Stimulus\SQUAREE.png,4,1,1,57,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,3,f,1,f,Keyboard,0,18,970174,516,f,415,970589,2800,match,1,,TrialProc,TrialList1,Stimulus\SQUARET.png,0,1,1,58,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,4,j,1,j,Keyboard,0,34,973508,516,j,1097,974605,3400,random,1,,TrialProc,TrialList1,Stimulus\SQUAREB.png,2,2,1,59,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,5,j,1,j,Keyboard,0,34,977442,516,j,683,978125,3000,random,2,2,TrialProc,TrialList2,Stimulus\DIAMONDB.png,2,,,,2,1,64,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,6,f,1,f,Keyboard,0,33,980975,517,f,526,981501,2800,match,2,,TrialProc,TrialList2,Stimulus\DIAMONDL.png,3,,,,1,1,65,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,7,f,1,f,Keyboard,0,34,984309,517,f,744,985053,3400,match,2,,TrialProc,TrialList2,Stimulus\DIAMONDE.png,4,,,,1,1,66,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,8,f,1,f,Keyboard,0,34,988243,517,f,442,988685,2600,match,2,,TrialProc,TrialList2,Stimulus\DIAMONDT.png,0,,,,1,1,67,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,9,j,1,j,Keyboard,0,34,991377,517,j,588,991965,2600,random,3,3,TrialProc,TrialList3,Stimulus\SQUAREE.png,4,,,,,,,2,1,41
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,10,f,1,f,Keyboard,0,34,994511,517,f,398,994909,3200,match,3,,TrialProc,TrialList3,Stimulus\SQUARET.png,0,,,,,,,1,1,42
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,1,100,583.636,11,$7.20 ,45,2,17,11,,,BlockProc,BlockList,switch,4,4,3,11,j,1,j,Keyboard,0,34,998245,517,j,576,998821,3000,random,3,,TrialProc,TrialList3,Stimulus\SQUAREB.png,2,,,,,,,2,1,43
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,1,f,1,f,Keyboard,0,34,1004779,517,f,418,1005197,2600,match,1,1,TrialProc,TrialList1,Stimulus\SQUARET.png,0,1,1,60,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,2,j,1,j,Keyboard,0,34,1007913,517,j,468,1008381,3400,random,1,,TrialProc,TrialList1,Stimulus\SQUAREB.png,2,2,1,61,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,3,j,1,j,Keyboard,0,34,1011847,517,j,726,1012573,3000,random,1,,TrialProc,TrialList1,Stimulus\SQUARET.png,0,2,1,62,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,4,f,0,f,Keyboard,0,34,1015381,517,j,1152,1016533,2600,match,1,,TrialProc,TrialList1,Stimulus\SQUAREA.png,1,1,1,63,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,5,j,1,j,Keyboard,0,34,1018515,516,j,986,1019501,3000,random,2,2,TrialProc,TrialList2,Stimulus\CIRCLEB.png,2,,,,2,1,68,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,6,j,1,j,Keyboard,0,34,1022049,516,j,892,1022941,3200,random,2,,TrialProc,TrialList2,Stimulus\CIRCLEA.png,1,,,,2,1,69,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,7,f,1,f,Keyboard,0,34,1025783,516,f,366,1026149,3200,match,2,,TrialProc,TrialList2,Stimulus\CIRCLEB.png,2,,,,1,1,70,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,8,j,1,j,Keyboard,0,33,1029516,517,j,553,1030069,3400,random,2,,TrialProc,TrialList2,Stimulus\CIRCLEE.png,4,,,,2,1,71,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,9,j,1,j,Keyboard,0,18,1033434,517,j,1195,1034629,3000,random,3,3,TrialProc,TrialList3,Stimulus\SQUAREL.png,3,,,,,,,2,1,44
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,2,90,736.9,9,$4.20 ,56,2,18,10,,,BlockProc,BlockList,branch,4,4,2,10,f,1,f,Keyboard,0,34,1036968,516,f,613,1037581,2600,match,3,,TrialProc,TrialList3,Stimulus\SQUAREE.png,4,,,,,,,1,1,45
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,1,f,1,f,Keyboard,0,34,1043102,517,f,495,1043597,3400,match,1,1,TrialProc,TrialList1,Stimulus\SQUARET.png,0,1,1,64,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,2,f,1,f,Keyboard,0,34,1047036,517,f,521,1047557,2800,match,1,,TrialProc,TrialList1,Stimulus\SQUAREA.png,1,1,1,65,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,3,j,1,j,Keyboard,0,34,1050370,517,j,579,1050949,3200,random,1,,TrialProc,TrialList1,Stimulus\SQUAREE.png,4,2,1,66,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,4,j,1,j,Keyboard,0,34,1054104,516,j,557,1054661,3000,random,1,,TrialProc,TrialList1,Stimulus\SQUAREB.png,2,2,1,67,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,5,f,1,f,Keyboard,0,34,1057638,516,f,767,1058405,3400,match,2,2,TrialProc,TrialList2,Stimulus\DIAMONDT.png,0,,,,1,1,72,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,6,j,1,j,Keyboard,0,34,1061572,516,j,609,1062181,3000,random,2,,TrialProc,TrialList2,Stimulus\DIAMONDL.png,3,,,,2,1,73,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,7,f,1,f,Keyboard,0,34,1065106,516,f,451,1065557,3200,match,2,,TrialProc,TrialList2,Stimulus\DIAMONDE.png,4,,,,1,1,74,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,8,j,1,j,Keyboard,0,33,1068839,517,j,614,1069453,2600,random,2,,TrialProc,TrialList2,Stimulus\DIAMONDA.png,1,,,,2,1,75,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,9,j,1,j,Keyboard,0,34,1071973,517,j,640,1072613,3200,random,2,,TrialProc,TrialList2,Stimulus\DIAMONDE.png,4,,,,2,1,76,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,10,f,1,f,Keyboard,0,34,1075707,517,f,434,1076141,3400,match,3,3,TrialProc,TrialList3,Stimulus\SQUARET.png,0,,,,,,,1,1,46
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,3,100,556.273,11,$6.25 ,62,2,19,11,,,BlockProc,BlockList,switch,4,5,2,11,f,1,f,Keyboard,0,34,1079641,517,f,452,1080093,3000,match,3,,TrialProc,TrialList3,Stimulus\SQUAREA.png,1,,,,,,,1,1,47
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,4,100,474,11,$6.25 ,7,2,20,11,,,BlockProc,BlockList,switch,3,5,3,1,f,1,f,Keyboard,0,35,1086176,516,f,421,1086597,3000,match,1,1,TrialProc,TrialList1,Stimulus\SQUARET.png,0,1,1,68,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,4,100,474,11,$6.25 ,7,2,20,11,,,BlockProc,BlockList,switch,3,5,3,2,f,1,f,Keyboard,0,33,1089709,517,f,360,1090069,2800,match,1,,TrialProc,TrialList1,Stimulus\SQUAREA.png,1,1,1,69,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,4,100,474,11,$6.25 ,7,2,20,11,,,BlockProc,BlockList,switch,3,5,3,3,j,1,j,Keyboard,0,18,1093027,516,j,562,1093589,3200,random,1,,TrialProc,TrialList1,Stimulus\SQUAREE.png,4,2,1,70,,,,,,
ConcurrentTasks,22,4,ConcurrentTasks-Data-22-4,no,60.039,pain,1,-1493553276,07-13-2018,7/13/2018 8:47:29 PM,16:47:29,no,no,5,,,,,,,,,RunProc,,,1,3,5,RunList,,,,4,100,474,11,$6.25 ,7,2,20,11,,,BlockProc,BlockList,switch,3,5,3,4,f,1,f,Keyboard,0,34,1096761,516,f,380,1097141,3200,match,2,2,TrialProc,TrialList2,Stimulus\DIAMONDT.png,0,,,,1,1,77,,,
